,event_date,source_name,source_link,event_id,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,AR_CAT,kidmap
57,2015-04-03 00:00:00,Rajasthan Patrika,http://rajasthanpatrika.patrika.com/story/india/9-feared-killed-in-kashmir-landslide-and-house-collapse-971636.html,7174.0,,"Uri, Baramulla district",A police official said the landslide Friday in the town of Uri was uprooted tree fell on the two men and four people died on the spot and two others wounded.,"Uri, Baramulla district",5km,landslide,continuous_rain,small,unknown,4.0,2.0,,,,glc,7174.0,India,IN,Kashmir,6755.0,Uri,1.6329,07/13/2015 06:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.0301,34.0886,3.0,114993.0
58,2010-04-17 15:00:00,voiceofsikkim.com,http://voiceofsikkim.com/2010/04/18/rains-trigger-major-landslide-at-pani-house/,1755.0,,"Natl. Highway 31-A at Pani House(?), Gangtok","Much ahead of the Monsoon, Gangtok is already reeling under the ipact of incessant rains and resultant landslides.  The Gangtok traffic came to a stand still when a major landslide hit the road at Pani House this afternoon. The highway was blocked for several hours when a portion of the wall above Pani House came crashing down leaving hundreds of vehicle stranded off in the National Highway 31- A. It took almost an hour for Deorali OP Police and the local people to clear the debris for traffic.  However, no human causalities were reported except for the minor damage of a Mahindra Bolero which was parked below the landslide area. Besides, the rainwater entered into one of the hotels located at Pani House leaving the owner and the staff panic-stricken.","Natl. Highway 31-A at Pani House(?), Gangtok",5km,landslide,downpour,small,unknown,0.0,,,,,glc,1755.0,India,IN,Sikkim,30700.0,Gangtok,1.00195,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.6083,27.3341,,
59,2012-04-08 00:00:00,timesofindia.indiatimes,http://timesofindia.indiatimes.com/Landslides-snap-road-links-in-Dibang-Valley/articleshow/12601499.cms,4313.0,,"Endulin Nallah, Mayodia, 17-camp, 83-camp","ITANAGAR: Surface communication to Dibang Valley district in Arunachal Pradesh is cut off for the past few days following landslides at various locations of the Anini-Roing Road. Heavy landsides occurred at many locations, including Endulin Nallah, Mayodia, 17-camp, 83-camp. The whole 120-km stretch of road between Mayudia and Endulin has been hit by landslides and it is feared that the situation may aggravate further if the downpour continues for a few more days. The BRO has pressed its men and machineries into service. However, considering massive landslides in many locations, the restoration of road link may take some more time, a source said. The event occured over the past few days, date uncertain.","Endulin Nallah, Mayodia, 17-camp, 83-camp",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,4313.0,India,IN,Arunāchal Pradesh,14927.0,Tezu,66.76148,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.86,28.4659,1.0,104958.0
60,2011-05-31 18:00:00,news.in,http://news.in.msn.com/national/article.aspx?cp-documentid=5187654,3559.0,,"Chhatanga(?) village on Rishikesh-Yamunotri highway, Uttarkashi ","Dehra Dun, Jun 1 (PTI) A man was killed in landslides triggered by rains in Uttarkashi as light to moderate rains lashed most parts of Uttarakhand today bringing cold conditions in the hill state.  The rains triggered landslides at Chhatanga village in Uttarkashi district on Rishikesh-Yamunotri National Highway last evening, killing a 45-year-old man, officials said.","Chhatanga(?) village on Rishikesh-Yamunotri highway, Uttarkashi ",50km,landslide,rain,medium,unknown,1.0,,,,,glc,3559.0,India,IN,Uttarakhand,25753.0,Mussoorie,21.17342,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.2741,30.4783,,
61,2011-05-22 00:00:00,e-pao,http://www.e-pao.net/GP.asp?src=15..240511.may11,3525.0,,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur","May 23 2011: Heavy rainfall caused landslides at three different places along Kaiphundai-Tousem road, the only lifeline of the villagers of restive Tousem Sub-Division of Tamenglong district.  The landslides occurred between New Mandeu and Mandeu village and at Tamenglong-Tousem-Haflong road, said a press release issued by Executive Member of Tamenglong ADC, MP Guang.","Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,3525.0,India,IN,Assam,7176.0,Mahur,32.48182,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.4093,25.0672,3.0,102006.0
62,2013-01-12 00:00:00,usa.chinadaily.com.cn,http://usa.chinadaily.com.cn/china/2013-01/13/content_16108915.htm,4709.0,,"Karakoram Hwy, Dasu, Pakistan","A man was killed when a landslide hit a hotel near Dassu, the headquarters of Kohistan district. It was learnt that the landslide also blocked the Karakoram Highway (KKH) besides destroying two trucks and two shops. The slain man was identified as Mohammad Shahzad. The blockade of the KKH caused difficulties to the passengers as hundreds of vehicles remained stranded for hours on both sides of the road.","Karakoram Hwy, Dasu, Pakistan",5km,landslide,rain,medium,unknown,1.0,,,,,glc,4709.0,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Dasu,6.39203,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.2235,35.2746,1.0,107462.0
63,2008-01-16 00:00:00,FluTrackers,http://www.flutrackers.com/forum/showthread.php?t=53065,428.0,,"Panthihal, Srinagar-Jammu highway",highways blocked,"Panthihal, Srinagar-Jammu highway",50km,landslide,snowfall_snowmelt,medium,unknown,,,,,,glc,428.0,India,IN,Kashmir,7317.0,Rāmban,3.88578,09/15/2014 08:24:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2006,33.2537,1.0,91004.0
64,2016-05-18 08:00:00,Indian Express,http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/,9335.0,,"Bilaipur, Hailakandi district, Assam, India","One of two landslides in Bilaipur triggered by the same rainfall event. Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. In neighbouring Hailakandi district, two incidents of landslide killed four persons at Bilaipur and a six-year old boy at Ramchandi area, police officials said. The debris fell on two houses where the victims were sleeping early in the morning, they said. NDRF and police have been engaged in rescue and relief operations.","Bilaipur, Hailakandi district, Assam, India",1km,landslide,continuous_rain,unknown,unknown,2.0,0.0,,,,glc,9335.0,India,IN,Assam,10942.0,Lāla,11.569,08/03/2016 01:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.7239,24.5202,,
65,2016-05-18 08:00:00,Indian Express,http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/,9338.0,,"Sonachirra, Karimganj district, Assam, India","Estimated location. Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. Five members of a family were killed in a landslide at Sonachirra in Karimganj district in the wee hours, a police official said. The landslip, triggered by incessant rains, buried a house on the edge of a hill killing the five people. Among the victims are a man, his wife and their daughter and two sons. The area has been hit by continuous rains for the past three days.","Sonachirra, Karimganj district, Assam, India",10km,landslide,continuous_rain,medium,natural_slope,5.0,0.0,,,,glc,9338.0,India,IN,Assam,10942.0,Lāla,15.88512,08/03/2016 01:59:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.4943,24.4638,,
66,2016-05-18 08:00:00,Indian Express,http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/,9334.0,,"Bilaipur, Hailakandi district, Assam, India","One of two landslides in Bilaipur triggered by the same rainfall event. Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. In neighbouring Hailakandi district, two incidents of landslide killed four persons at Bilaipur and a six-year old boy at Ramchandi area, police officials said. The debris fell on two houses where the victims were sleeping early in the morning, they said. NDRF and police have been engaged in rescue and relief operations.","Bilaipur, Hailakandi district, Assam, India",1km,landslide,continuous_rain,unknown,unknown,2.0,0.0,,,,glc,9334.0,India,IN,Assam,10942.0,Lāla,11.80305,08/03/2016 01:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.7264,24.5204,,
67,2016-05-18 08:00:00,Indian Express,http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/,9336.0,,"Ramchandi , Hailakandi District, Assam, India","Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. In neighbouring Hailakandi district, two incidents of landslide killed four persons at Bilaipur and a six-year old boy at Ramchandi area, police officials said. The debris fell on two houses where the victims were sleeping early in the morning, they said. NDRF and police have been engaged in rescue and relief operations.","Ramchandi , Hailakandi District, Assam, India",1km,landslide,continuous_rain,small,unknown,1.0,0.0,,,,glc,9336.0,India,IN,Assam,10942.0,Lāla,10.83583,08/03/2016 01:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.5121,24.5308,,
68,2015-03-30 00:00:00,Hindustan Times,http://www.hindustantimes.com/india-news/sinking-sliding-land-in-budgam-triggers-migration/article1-1332899.aspx,6933.0,,Three houses had sunk,Three houses had sunk in Khansahib area.,Khansahib,10km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,6933.0,India,IN,Kashmir,8036.0,Tsrār Sharīf,12.78009,05/27/2015 10:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.6566,33.9344,3.0,114920.0
69,2015-03-30 00:00:00,Hindustan Times,http://www.hindustantimes.com/india-news/sinking-sliding-land-in-budgam-triggers-migration/article1-1332899.aspx,6934.0,,Karewas sink,Hundreds of families in these tehsils have shifted to safer locations following sinking and caving-in of karewas (terraced high lands with deep gorges and ravines).,Beerwah,5km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,6934.0,India,IN,Kashmir,4690.0,Māgām,9.14912,05/27/2015 10:29:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.5915,34.0096,3.0,114920.0
70,2015-03-30 00:00:00,State Times,http://news.statetimes.in/landslides-3-more-bodies-retrieved-toll-rises-to-20/,7171.0,,16 dead in Chadoora,"Search and rescue workers retrieved the body of seven- year-old boy Ahmad Hajam from the debris of a house at village Laden in Chadoora tehsil this morning, a police official said, with this toll increased to 16. Laden village witnessed landslide caused by heavy rains on intervening night of Sunday and Monday.",Laden in Chadoora,5km,landslide,continuous_rain,medium,unknown,16.0,0.0,,,,glc,7171.0,India,IN,Kashmir,8036.0,Tsrār Sharīf,9.54006,07/13/2015 06:29:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.799,33.9445,3.0,114920.0
71,2015-03-30 00:00:00,Hindustan Times,http://www.hindustantimes.com/india-news/sinking-sliding-land-in-budgam-triggers-migration/article1-1332899.aspx,10990.0,,Karewas sink,Hundreds of families in these tehsils have shifted to safer locations following sinking and caving-in of karewas (terraced high lands with deep gorges and ravines).,Charar-Sharief,10km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,,,,,,,,,05/27/2015 10:29:00 PM,12/08/2017 08:48:00 PM,02/15/2018 03:51:00 PM,74.76317443,33.85483981,3.0,114920.0
72,2014-04-15 00:00:00,Business Standard,http://www.business-standard.com/article/pti-stories/teenager-killed-as-landslide-hits-patan-in-kashmir-114041500884_1.html,5994.0,,"Patan, Baramulla District","A 16-year-old boy was killed in a landslide at Patan in north Kashmir's Baramulla district, police said today. Akhter Hussain Sofi, a resident of Udina village in Patan, was buried alive when a landslide struck close to his home, they said. His body had been retrieved from the debris and handed over to his family, police said.","Patan, Baramulla District",5km,landslide,unknown,small,unknown,1.0,0.0,,,,glc,5994.0,India,IN,Kashmir,77276.0,Bāramūla,0.88361,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.3524,34.209,3.0,111691.0
73,2015-04-03 15:00:00,Greater Kashmir,http://aboutkashmir.com/news/2015/Apr/4/weather-improves-but-highway-remains-closed-53.asp,7177.0,,Nambilnar,Reports said panic gripped Tangmarg Friday afternoon when a massive landslide occurred in Nambalinar village near Baba Reshi.,Nambilnar,1km,landslide,continuous_rain,medium,natural_slope,0.0,0.0,,,,glc,7177.0,India,IN,Kashmir,77276.0,Bāramūla,13.47647,07/13/2015 07:24:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.4016,34.0978,,
74,2007-02-25 00:00:00,Presstv,http://www.presstv.ir/detail.aspx?id=534&sectionid=3510204,29.0,,"a village near Rawalakot, Kashmir","13 killed, 5 injured, hit wagon on a road","a village near Rawalakot, Kashmir",50km,landslide,rain,medium,unknown,8.0,,,,,glc,29.0,Pakistan,PK,Azad Kashmir,50000.0,Rāwala Kot,1.14371,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.7667,33.8667,3.0,88130.0
75,2015-03-03 00:00:00,Express Tribune,http://tribune.com.pk/story/847160/roof-collapse-leaves-two-dead-in-kohat/,6810.0,,Chitral River near Resheen,"A landslide caused by heavy rain has led to the formation of a lake which has damaged acres of standing crops and orchards in Reeshen, Chitral. The district administration has declared high alert in surrounding villages and hamlets.",Chitral River near Resheen,unknown,landslide,downpour,large,above_river,0.0,0.0,,,,glc,6810.0,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Chitral,44.11857,03/03/2015 11:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.0903,36.1575,3.0,114676.0
76,2015-03-03 00:00:00,ICIMOD,http://www.icimod.org/?q=17175,6812.0,,Limi of Humla,"It has been reported that a massive avalanche in Limi of Humla district in western Nepal has blocked the Karnali River on Tuesday (3 March 2015). As a result, the water level has suddenly been lowered in the downstream. The intense Westerlies have brought heavy snow and rain for the past couple of days, and access to the site by air has been hindered by bad weather. According to the Department of Hydrology and Meteorology (DHM), Dadeldhura received 67 mm of rain yesterday, while Dhangadhi received 64 mm and Birendranagar and Jumla each received 56 mm of rain. This high 24-hour precipitation could have triggered a landslide. Meanwhile, use of satellite data for preliminary survey has been rendered futile by thick cloud cover, as indicated by MODIS images.",Limi of Humla,25km,snow_avalanche,unknown,medium,above_river,0.0,0.0,,,,glc,6812.0,Nepal,NP,Mid Western,5026.0,Burang,28.37636,03/09/2015 10:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,81.4392,30.1818,3.0,114676.0
77,2010-02-08 00:00:00,monstersandcritics,http://www.monstersandcritics.com/news/southasia/news/article_1532099.php/Rain-related-incidents-kill-11-in-Pakistan-Roundup,1488.0,,Ranjata neighborhood,"A landslide struck a house in the Ranjata neighbourhood Monday, killing a woman and her infant son. ",Ranjata neighborhood,unknown,landslide,downpour,medium,unknown,2.0,,,,,glc,1488.0,Pakistan,PK,Azad Kashmir,0.0,Bāgh,3.41667,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.7526,34.0049,1.0,97756.0
78,2010-02-08 00:00:00,dailytimes,http://www.dailytimes.com.pk/default.asp?page=2010%5C02%5C09%5Cstory_9-2-2010_pg7_7,1489.0,,"Shangla area of Bazaarkot, Skardu, Muzafarabad district. Bazaarkot area of Shangla","At least six people were killed in Shangla area of Bazaarkot, as a rains-triggered landslide dumped on their house; also, the spell of rain in most parts of the country is in progress amid snowfall on mountains, Geo News reported Monday. Heavy downpours and snowfall for last three days in Muzafarabad and its adjacent areas caused to cut off land links with several upper areas. Sharah-e-Neelam is closed down thanks to landsliding. The rain and snowfall is still in progress intermittently in Skardu and the upper areas for the fourth day today. Land links to the city are cut off. Landslides caused by heavy rains killed four members of a family in Shangla district, besides wiping off an army and police camp, as well as houses and roads across the NWFP on Monday. A landslide hit the house of Haya Khan in Bazaar Kot area, killing his mother and three children. Another landslide hit an army and police camp in the Raniyal area, injuring some policemen, but no fatalities were reported. Security","Shangla area of Bazaarkot, Skardu, Muzafarabad district. Bazaarkot area of Shangla",50km,landslide,downpour,medium,unknown,6.0,,,,,glc,1489.0,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Alpūrai,5.91603,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.6625,34.8733,1.0,97756.0
79,2011-02-13 22:00:00,netindian.in,http://netindian.in/news/2011/02/13/00010944/minor-among-3-injured-landslides-en-route-vaishno-devi,3117.0,,"trail between Adh Kuwari(Adhkuwari) temple and Shri Mata Vaishno Devi Cave Shrine, Trikuta Hills(?), near Katra, Reasi, Jammu and Kashmir","Jammu, February 13,2011  Three people, including a minor girl, were injured in a landslide en route Shri Mata Vaishno Devi Cave Shrine in Trikuta Hills of mountainous Reasi district of Jammu and Kashmir, police sources said here today.  ""The new track from Adh Kuwari to the cave shrine was closed this evening due to landslides following heavy rains in which at least three people, including a minor girl, got seriously injured,"" a police official here told UNI.  He said that two pithoos identified as Mohammad Rafiq Chandel, resident of Baanju and Tariq Ahmed, resident of Bhim Daasa and one Aditi Gupta, daughter of Pankaj Gupta, resident of Noida, Delhi sustained critical injuries in the landslides.  ""The injured were immediately shifted to the Katra hospital from where they were referred to the Government Medical College and Hospital, Jammu,"" police added.  Police further added that the ""yatra"" had been suspended from the new route to avoid any untoward incident.","trail between Adh Kuwari(Adhkuwari) temple and Shri Mata Vaishno Devi Cave Shrine, Trikuta Hills(?), near Katra, Reasi, Jammu and Kashmir",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3117.0,India,IN,Kashmir,9106.0,Katra,2.96443,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.9437,33.0165,,
80,2014-05-09 23:00:00,Sciency Thoughts,http://sciencythoughts.blogspot.com/2014/05/seven-members-of-one-family-killed-by.html,6016.0,,"Satgarakul Village, Karimganj, Assam State","Seven members of a single family have been killed by a landslide that struck their home in the village of Satkoragool in the Karimganj District of Assam State, India, overnight between Friday 9 May and Saturday 10 May/2014. Nobody witnessed the incident, which occurred during heavy rain, but neighbours found that part of a hillside had collapsed onto the home, burying it under a debris heap of mud rocks and trees. The bodies of Lubub Uddin (45), his wife Saina Begam (35). and their five children, aged between two and eleven were all recovered from the site.","Satgarakul Village, Karimganj, Assam State",1km,landslide,rain,small,unknown,7.0,0.0,,,,glc,6016.0,India,IN,Assam,55290.0,Karīmganj,0.3326,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.3576,24.8669,,
81,2015-02-22 20:30:00,Dhaka Tribune,http://www.dhakatribune.com/bangladesh/2015/feb/23/4-died-sylhet-landslide,6792.0,,Bholaganj stone quarry in Companyganj upazila,"Witnesses said a chunk of mud collapsed on them around 8:30pm, while the labourers were digging up stones at the quarry, leaving them dead on the spot.",Bholaganj stone quarry in Companyganj upazila,5km,mudslide,mining,medium,mine,4.0,0.0,,,,glc,6792.0,Bangladesh,BD,Sylhet,39218.0,Chhātak,13.78623,02/24/2015 05:25:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7483,25.1472,,
82,2015-03-23 00:00:00,Hindustan Times,http://www.hindustantimes.com/india-news/sinking-sliding-land-in-budgam-triggers-migration/article1-1332899.aspx,6932.0,,Uri,A chunk of road was swept by mountain debris on Srinagar-Muzaffarabad in north Kashmir's Uri area.,Uri,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,6932.0,India,IN,Kashmir,6755.0,Uri,1.39111,05/27/2015 10:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.0357,34.0796,2.0,114887.0
83,2015-03-23 00:00:00,Hindustan Times,http://www.hindustantimes.com/india-news/sinking-sliding-land-in-budgam-triggers-migration/article1-1332899.aspx,6931.0,,Shopian district,Major landslides were also reported from south Kashmir's Shopian district where 45 families were evacuated.,Shopian district,25km,landslide,continuous_rain,large,unknown,0.0,0.0,,,,glc,6931.0,India,IN,Kashmir,13565.0,Shupīyan,3.63502,05/27/2015 10:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.7959,33.7099,2.0,114887.0
84,2012-04-16 00:00:00,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/man-buried-alive-in-landslide-in-doda/986718.html,4325.0,,"Gandoh, Doda district, Jammu ","A man was today buried alive in a landslide in Doda district of Jammu and Kashmir. Syed Ali, a contractor, was crossing a road during a construction work when he was buried under a massive landslide at Gandoh in the district this afternoon, police said. His body has been retrieved with the help of construction workers.","Gandoh, Doda district, Jammu ",10km,landslide,unknown,medium,unknown,1.0,,,,,glc,4325.0,India,IN,Kashmir,17748.0,Doda,0.33885,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.5488,33.1467,1.0,105016.0
85,2014-03-31 15:00:00,The Express Tribune,http://tribune.com.pk/story/690660/landslide-kkh-remains-blocked-for-third-consecutive-day/,5978.0,,Kohistan,"A heavy mass of earth and rocks fell on the KKH at two points near Pattan and Dasu, the headquarters of Kohistan on Monday afternoon, blocking the route leading to Gilgit-Baltistan (G-B). Locals who usually assist authorities in removing landslide debris said despite their efforts the heavy stones could not be moved and required the use of heavy machinery. According to police, rain has hampered all efforts to remove the debris, but the road is expected to be reopened soon. DSP Headquarters Shahnaz Khan said the authorities have been informed of the matter and machinery was likely to be moved to the affected parts of KKH by Wednesday evening or Thursday morning (today). After the landslide on Monday, traffic to and from G-B was suspended and long queues of trucks, passenger buses and cars formed along the highway. The blockage has also cut off remote mountainous areas of Kohistan from other parts of the country.",Kohistan,50km,landslide,rain,small,above_road,0.0,0.0,,,,glc,5978.0,Afghanistan,AF,Panjshir,65000.0,Bāzārak,3.70061,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,69.5546,35.3047,,
86,2015-03-15 00:00:00,Rising Kashmir,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,6891.0,,Shirpora,"As a result of continuous rains and snowfall during the past few days several areas in Baramulla district including Larridora, Bandibala, Dodhbugh, Nilsar, Hajibal, Shirpora and others have witnessed landslides and earth sinking.",Shirpora,1km,landslide,continuous_rain,small,unknown,0.0,0.0,,,,glc,6891.0,India,IN,Kashmir,14965.0,Pattan,3.17259,04/03/2015 08:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.5594,34.1327,3.0,114816.0
87,2015-03-15 00:00:00,Samaya,http://odishasamaya.com/news/mudslide-killed-3-people-jk,6872.0,,Poonch district,"“A 42-year-old man was killed after he was buried under a mudslide in Poonch district. Efforts to save him proved futile. The body was, however, recovered and handed over to relatives.”",Poonch district,25km,mudslide,rain,medium,unknown,1.0,0.0,,,,glc,6872.0,India,IN,Kashmir,28197.0,Pūnch,0.92326,03/27/2015 09:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.1011,33.7732,3.0,114816.0
88,2015-03-15 00:00:00,Rising Kashmir,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,6889.0,,Bandibala,"As a result of continuous rains and snowfall during the past few days several areas in Baramulla district including Larridora, Bandibala, Dodhbugh, Nilsar, Hajibal, Shirpora and others have witnessed landslides and earth sinking.",Bandibala,5km,landslide,continuous_rain,medium,unknown,0.0,0.0,,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,,glc,6889.0,India,IN,Kashmir,14711.0,Kupwāra,12.18347,07/13/2015 07:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.3836,34.0786,3.0,114816.0
89,2015-03-15 00:00:00,Rising Kashmir,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,6890.0,,Hajibal,"As a result of continuous rains and snowfall during the past few days several areas in Baramulla district including Larridora, Bandibala, Dodhbugh, Nilsar, Hajibal, Shirpora and others have witnessed landslides and earth sinking.",Hajibal,1km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,6890.0,India,IN,Kashmir,77276.0,Bāramūla,13.97334,04/03/2015 07:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.4117,34.0968,3.0,114816.0
90,2015-03-15 00:00:00,Tribune,http://www.tribuneindia.com/news/jammu-kashmir/landslide-shuts-jammu-kishtwar-highway-3-000-stranded/56664.html,6908.0,,Doda-Bhaderwah highway,"Meanwhile, the Doda-Bhaderwah highway continues to remain closed for the seventh consecutive day today leading to shortage of essential commodities in the district.",Doda-Bhaderwah highway,5km,landslide,unknown,medium,above_road,0.0,0.0,,,,glc,6908.0,India,IN,Kashmir,17748.0,Doda,6.42945,05/15/2015 11:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.5787,33.0977,3.0,114816.0
91,2010-05-07 08:00:00,geo,http://www.geo.tv/5-7-2010/64523.htm,1848.0,,"Kilyab village (Kulob or Kulyab), Tebalai River(?), mountains 220km (by road) southeast of Dushanbe, Khatlon","Mudslides in Tajikistan killed at least 13 people and left scores missing Friday as heavy downpours hit a remote region of the impoverished Central Asian State, an emergency official said.  The landslide destroyed 200 homes in the mountain village of Kilyab, some 220 kilometres (130 miles) south-east of the capital Dushanbe, emergency services spokesman Distmurod Zabirov told a foreign news agency.  ""Dozens of people are missing, mainly women and children who were mostly likely swept away by the mass of mud while they were sleeping"" in the early hours of Friday, he said.  River water later flooded lower parts of the stricken region, adding to the danger facing rescue workers, Zabirov added.  Mudslides strike every spring in the mountainous ex-Soviet states, with 19 people killed by landslides already this year.","Kilyab village (Kulob or Kulyab), Tebalai River(?), mountains 220km (by road) southeast of Dushanbe, Khatlon",10km,complex,downpour,large,unknown,21.0,,,,,glc,1848.0,Tajikistan,TJ,Khatlon,78786.0,Kŭlob,1.83411,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,69.8054,37.9148,,
92,2015-03-15 18:00:00,Greater Kashmir,http://www.greaterkashmir.com/news/2015/Mar/16/landslide-hits-pulwama-village-minor-dies-in-house-collapse-37.asp,6867.0,,"Sonrigund Malangpora, Pulwama","""We had already warned the administration that the hill can be dangerous sometimes and it is a threat for the people but no action was taken. Now our prediction came true and we have lost a precious life and woman is in a critical state,"" residents told Greater Kashmir.","Sonrigund Malangpora, Pulwama",1km,landslide,continuous_rain,small,unknown,1.0,1.0,,,,glc,6867.0,India,IN,Kashmir,6807.0,Awantīpur,4.66935,03/27/2015 09:09:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.9781,33.8911,,
93,2015-03-15 18:00:00,Samaya,http://odishasamaya.com/news/mudslide-killed-3-people-jk,6871.0,,Haari village of Poonch district,"A 17-year-old Sameena was killed by a mudslide in Surankote area, when she went out to fetch water from a spring in Safadawali village late Sunday, a senior police officer said.",Haari village of Poonch district,25km,mudslide,snowfall_snowmelt,medium,unknown,1.0,0.0,,,,glc,6871.0,India,IN,Kashmir,28197.0,Pūnch,17.07102,06/30/2016 01:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.2453,33.6846,,
